id,num_sold
230130,639.2354278746648
230131,804.955669922295
230132,639.3731781064497
230133,368.7713663240722
230134,425.19735125018576
230135,263.3820309445548
230136,1648.2739920112067
230137,1224.3826354998582
230138,759.0100816115438
230139,862.3374000867153
230140,289.31181946080903
230141,2005.8449495886198
230142,1476.828929897426
230143,904.4533188681011
230144,1031.6207754512632
230145,140.4596905415818
230146,868.6084248072669
230147,672.0592333762781
230148,383.72216095592455
230149,464.1585751971233
230150,269.9151021826848
230151,1696.888815990522
230152,1287.97823382272
230153,772.8163619677557
230154,896.9824781549981
230155,324.4651688213704
230156,2085.075331075334
230157,1588.401393530304
230158,942.2015172242425
230159,1069.997855635104
230160,107.76514052323743
230161,610.4897332251107
230162,449.98113379460466
230163,272.6049245095834
230164,316.9740673212323
230165,193.6063903653494
230166,1214.5181754876924
230167,900.9102893147754
230168,516.7376501830026
230169,606.1826191197881
230170,214.08265837884457
230171,1398.8173812014604
230172,1062.1147636311898
230173,648.5738653513476
230174,697.6147493777421
230175,674.1427705392979
230176,34.94998577210907
230177,21.867767933679612
230178,13.468902015196855
230179,15.279266509443726
230180,9.928300035012448
230181,53.40383236080898
230182,45.53338907429145
230183,26.522955723455045
230184,31.06745539773999
230185,11.943834008007782
230186,54.818618864727824
230187,52.22118690737088
230188,32.37276031703727
230189,35.90669374234647
230190,208.8980773738385
230191,1337.4948856923975
230192,1037.338508100328
230193,640.0237807618861
230194,706.7658357565357
230195,433.96164383309156
230196,2833.4352663584345
230197,2130.3738267664535
230198,1246.4292802585576
230199,1459.8566593377047
230200,523.2037940412127
230201,3157.114633989614
230202,2414.6755562065514
230203,1445.3639474495544
230204,1709.5333803484193
230205,175.31352210047277
230206,1171.673516867638
230207,870.2300848803297
230208,514.4841164933366
230209,594.3930320083856
230210,354.0558059808319
230211,2276.6138150821785
230212,1780.54752301797
230213,1018.2058899484917
230214,1240.507521001129
230215,423.7051427740926
230216,2732.39119286393
230217,2085.917799602036
230218,1212.0457648885035
230219,1438.5493901935895
230220,537.7807702354283
230221,702.6600954310511
230222,526.1201762432765
230223,314.25072864142305
230224,362.47706788483816
230225,241.94378122136757
230226,1427.9048274995046
230227,1035.861968179452
230228,634.9840423822865
230229,739.7045923426622
230230,257.52326514427915
230231,1717.2591158532964
230232,1262.2687970556465
230233,761.4074545567021
230234,883.3405589042391
230235,117.8828667077023
230236,736.7801805843978
230237,544.0896239819309
230238,322.2908640393634
230239,384.83966084871986
230240,244.08581120683021
230241,1433.257910226691
230242,1084.614679246445
230243,645.9070320686061
230244,758.0625687696617
230245,274.58233576403285
230246,1732.4757988833783
230247,1342.5607638275687
230248,773.3461121458199
230249,892.194757389362
230250,79.65269121763008
230251,491.4660886343916
230252,371.0434241722957
230253,243.7068344572767
230254,275.51624494148206
230255,165.79288894309664
230256,1008.9863924756187
230257,752.5767695764318
230258,423.7996264479782
230259,488.59492351878174
230260,188.24943027316903
230261,1167.8468462938476
230262,879.729850401856
230263,516.2064026489326
230264,575.9062405033447
230265,550.4170564054036
230266,30.965078349213154
230267,19.617419902667315
230268,11.42296960026369
230269,13.13096805956096
230270,8.051173393606822
230271,45.269362634936705
230272,39.95975569892487
230273,23.381898216881577
230274,27.2580475554622
230275,9.843340933141368
230276,46.270088860884925
230277,44.83574962290587
230278,29.39894310893996
230279,31.989110715004493
230280,180.80846002152828
230281,1109.2773384697862
230282,855.5809547015461
230283,497.78381029969194
230284,580.2167712957222
230285,354.9107297401428
230286,2459.0768661056804
230287,1794.4558358634908
230288,997.3605948748337
230289,1186.177647892319
230290,414.2274861219644
230291,2796.421494529391
230292,2042.9670820113668
230293,1188.7872936190408
230294,1409.1738584576833
230295,156.2147286596352
230296,979.2688735892864
230297,738.4414476809302
230298,418.7464779218436
230299,485.0716848223506
230300,295.8714968303059
230301,2011.4994670037947
230302,1519.9206568918353
230303,845.4521220540275
230304,1009.1138405831099
230305,353.1867034190213
